Ocean Acidification,,,,,,,,,,,
pH,,,,,,,,,,,
Month,California Current,Gulf of Alaska,Aleutian Islands,Eastern Bering Sea,Beaufort Sea,Northern Bering & Chukchi Seas,Northeast,Southeast,Gulf of Mexico,Caribbean,Pacific Islands
6/1/2024,8.083293132,8.101127815,8.057315039,8.114760779,8.166683537,8.163289644,8.108514908,8.07819453,8.074279128,8.068401129,8.073760293
7/1/2024,8.080794335,8.124231704,8.073308194,8.118577428,8.158220715,8.173126167,8.087257702,8.064155856,8.066317765,8.062707415,8.06802196
8/1/2024,8.079984092,8.130532488,8.08335109,8.125607291,8.121332684,8.157307265,8.061794912,8.057134625,8.0582765,8.056643399,8.066818387
9/1/2024,8.073632213,8.116273684,8.081624531,8.100469322,8.104978905,8.14553051,8.062758706,8.055972023,8.054611432,8.054861468,8.067622957
10/1/2024,8.076448412,8.100984765,8.06969925,8.078838553,8.089258546,8.125845926,8.072553771,8.064758833,8.068683573,8.055666948,8.069213155
11/1/2024,8.078368808,8.069135212,8.049849884,8.047938488,8.160807273,8.052686697,8.077824773,8.075387953,8.075480045,8.056650299,8.071639374
12/1/2024,8.07984665,8.04564221,8.030248139,8.013282432,8.151962753,8.036039242,8.080816141,8.098473819,8.079348813,8.065161578,8.078313615
1/2/2024,8.079766121,8.035407029,8.012000334,8.008224229,8.155333859,8.057118228,8.084389541,8.112298811,8.09134712,8.078535019,8.086792687
2/2/2024,8.083488266,8.025204442,8.004885757,8.003954937,8.142979022,8.066864597,8.089049569,8.114001345,8.087928043,8.091062377,8.087651579
3/2/2024,8.083605474,8.018494132,8.00217695,7.987741509,8.141612348,8.056218408,8.095432162,8.110829769,8.094893626,8.096819377,8.086991939
4/2/2024,8.0867311,8.024613987,7.997385386,7.991440538,8.191701125,8.116283044,8.111661556,8.104192241,8.088713506,8.098630273,8.08619971
5/2/2024,8.083966196,8.065066619,8.015620671,8.017282679,8.204246833,8.116670657,8.12196086,8.095815659,8.079837085,8.081259802,8.082077347
6/2/2024,8.082364285,8.1097318,8.044253226,8.138750012,8.167825377,8.163527554,8.109834232,8.082464484,8.070544098,8.074237134,8.077441568
7/2/2024,8.079587653,8.124941957,8.075003728,8.117797098,8.169459558,8.173839207,8.085798057,8.064624271,8.068664372,8.063184203,8.071645079
8/2/2024,8.073841398,8.126374921,8.082915748,8.125618102,8.127775913,8.16717409,8.064714268,8.056628107,8.053714361,8.056761599,8.066881787
9/2/2024,8.071047024,8.118718293,8.080642298,8.104632762,8.123059431,8.149460088,8.063941715,8.056361812,8.055890112,8.055088719,8.070112654
10/2/2024,8.075588231,8.10469927,8.067826379,8.09408847,8.113439752,8.124225073,8.071142599,8.058997539,8.062546907,8.056035411,8.071946195
11/2/2024,8.078640136,8.078296154,8.054568683,8.051503,8.16725514,8.05601494,8.078927831,8.07041892,8.076593298,8.057173649,8.074522989
12/2/2024,8.082545893,8.06185555,8.026398909,8.018317288,8.136978303,8.037611739,8.082889646,8.099803293,8.081932794,8.066349299,8.080864112
1/3/2024,8.084287204,8.04821206,8.007252064,8.009454818,8.133929493,8.051036857,8.079224963,8.113180769,8.082589298,8.074639444,8.088148076
2/3/2024,8.091553171,8.040257243,8.006848281,8.002758218,8.140628873,8.05488043,8.084853339,8.113504997,8.099967525,8.084316646,8.091044846
3/3/2024,8.091494278,8.030590165,8.003723698,7.980839418,8.140253914,8.046911757,8.098573302,8.10950131,8.099156018,8.086340154,8.089381069
4/3/2024,8.091381652,8.037269803,8.002091971,7.995846347,8.19130689,8.115384216,8.104554221,8.105146056,8.101751453,8.085254448,8.085218714
5/3/2024,8.089377028,8.069893709,8.018219074,8.016599704,8.198539272,8.115120831,8.119514873,8.092132991,8.084945851,8.07644583,8.079372155
6/3/2024,8.079979776,8.118094539,8.046316236,8.122975047,8.188206429,8.163332335,8.111115108,8.07487751,8.074162881,8.070346037,8.076507082
7/3/2024,8.077465374,8.136360886,8.084661975,8.124775994,8.150327041,8.172618165,8.094267768,8.063610598,8.067805456,8.06259088,8.067909475
8/3/2024,8.073849246,8.133757257,8.07885929,8.127478455,8.151213797,8.17090819,8.054385227,8.056237106,8.059323707,8.057541555,8.063397607
9/3/2024,8.069326602,8.124251372,8.072284797,8.111387939,8.136222554,8.168135998,8.056177324,8.053749817,8.055227834,8.055284397,8.064882771
10/3/2024,8.071013255,8.105562262,8.074658577,8.091710656,8.108508678,8.125458215,8.062634994,8.058717252,8.064613492,8.051467283,8.065547987
11/3/2024,8.076807189,8.077177951,8.055234145,8.050718393,8.134179507,8.063034578,8.074017988,8.068627579,8.071527499,8.05544351,8.070774915
12/3/2024,8.080243961,8.053825867,8.030939053,8.012259923,8.124462305,8.048090792,8.078043004,8.100457276,8.080604928,8.06525593,8.07735523
1/4/2024,8.080052623,8.037714794,8.012786641,8.005053894,8.136734714,8.042693458,8.080431795,8.110929238,8.094004111,8.079812488,8.085576719
2/4/2024,8.08649614,8.034469671,7.993998967,8.002902703,8.142237491,8.064465444,8.089084162,8.113065251,8.097127953,8.086703261,8.084139365
3/4/2024,8.086726556,8.024850317,8.002796686,7.980073385,8.148163724,8.059620214,8.097816909,8.111525956,8.09229322,8.091210635,8.084933507
4/4/2024,8.092756997,8.033628589,8.005525939,7.996264024,8.195050441,8.124340315,8.112198019,8.112075001,8.098072281,8.088368562,8.083729241
5/4/2024,8.089721888,8.069785931,8.015006526,8.018051407,8.207542724,8.127976476,8.11833901,8.096198926,8.085932949,8.078842719,8.078090446
6/4/2024,8.082834685,8.121442688,8.045866719,8.147145403,8.187587074,8.162469519,8.118072504,8.082178276,8.071523271,8.068794433,8.073670213
7/4/2024,8.076503486,8.137027723,8.067480092,8.123694117,8.175729183,8.165170211,8.083346932,8.056819616,8.063795602,8.062605724,8.066144831
8/4/2024,8.072907383,8.135532841,8.073326343,8.125915635,8.150132619,8.173510762,8.049593642,8.051699993,8.056087843,8.057814845,8.060366044
9/4/2024,8.069371131,8.122367929,8.077659053,8.1131327,8.138804196,8.156653733,8.054729136,8.048049051,8.055755636,8.055373357,8.061865804
10/4/2024,8.068967975,8.106299631,8.06472705,8.0971213,8.107268029,8.113959275,8.061350145,8.061115923,8.061588394,8.053100427,8.062296902
11/4/2024,8.077485189,8.073812404,8.046085911,8.045495455,8.138229864,8.052989569,8.069044841,8.071788131,8.071292565,8.058776527,8.06834889
12/4/2024,8.079198028,8.048981418,8.025152953,8.011524783,8.137739159,8.037724445,8.079397711,8.100061904,8.078845905,8.069129275,8.077000848
1/5/2024,8.080384827,8.038259473,8.01299218,8.005091092,8.135192203,8.0405519,8.076335131,8.107014077,8.082392076,8.079983539,8.083803156
2/5/2024,8.086896275,8.030271664,8.008700432,8.001536418,8.138473834,8.052999908,8.083778288,8.115063768,8.094788649,8.084545717,8.086588788
3/5/2024,8.086951152,8.028063874,8.004706556,7.986678422,8.144588039,8.050620861,8.089916177,8.117460619,8.103683624,8.087596852,8.087257251
4/5/2024,8.086300838,8.035730858,8.004780753,7.992552842,8.188221826,8.100541859,8.104100206,8.114999755,8.10031218,8.079782923,8.084258485
5/5/2024,8.085420145,8.07880063,8.015878998,8.017097914,8.196576976,8.096314095,8.118843955,8.101192052,8.085406599,8.070777697,8.074420016
6/5/2024,8.080217469,8.122643118,8.037596369,8.134470585,8.196691105,8.168896921,8.10483262,8.076997632,8.068931391,8.065378238,8.068392622
7/5/2024,8.076746767,8.13189857,8.073287716,8.126400237,8.195332653,8.160852289,8.074936295,8.053770594,8.061185368,8.058022419,8.061462088
8/5/2024,8.070319358,8.131526245,8.072734012,8.123553352,8.144057151,8.160596608,8.041312123,8.035604193,8.056337179,8.051891797,8.054034401
9/5/2024,8.070142054,8.121818852,8.076117161,8.106758643,8.127787374,8.144412621,8.046455896,8.040812295,8.055304042,8.049895815,8.055981431
10/5/2024,8.072910149,8.106883294,8.067441386,8.095542581,8.10361254,8.11764279,8.053672619,8.057727966,8.05694714,8.04931942,8.058100757
11/5/2024,8.076054313,8.074590275,8.055904356,8.05057885,8.139130497,8.049654159,8.069454706,8.070703084,8.073996263,8.055383119,8.065349548
12/5/2024,8.077236854,8.052251584,8.030488844,8.012178855,8.130076584,8.031333941,8.075276479,8.102140391,8.079418584,8.065884206,8.072467555
1/6/2024,8.078781658,8.040250717,8.016824023,8.001193819,8.13252037,8.038260092,8.077791989,8.114666764,8.090984729,8.077247549,8.075661008
2/6/2024,8.079688513,8.024372783,8.006276479,7.998230594,8.134341032,8.045227374,8.084317703,8.116935735,8.093765593,8.084472789,8.078026904
3/6/2024,8.076702549,8.023264223,8.003728152,7.983444791,8.136886729,8.040454769,8.093860597,8.115533342,8.096658724,8.086730383,8.079984159
4/6/2024,8.082082172,8.030965777,8.005842922,7.99193237,8.187576391,8.111513493,8.109969266,8.112537967,8.092442259,8.083301649,8.077900186
5/6/2024,8.080290944,8.05858774,8.016603297,8.010286899,8.19310528,8.093025984,8.124755412,8.10098706,8.086432897,8.072215701,8.072676809
6/6/2024,8.085175785,8.116970566,8.042142205,8.14034008,8.183454588,8.160461052,8.100231806,8.080639273,8.070964228,8.066215096,8.066400251
7/6/2024,8.076380548,8.133180272,8.064614619,8.124676031,8.14631017,8.165263433,8.072898935,8.062894523,8.066280479,8.059640775,8.06124731
8/6/2024,8.069491909,8.132892958,8.08270571,8.122275691,8.130750206,8.15493161,8.043425667,8.052689385,8.052999979,8.055623952,8.05734262
9/6/2024,8.069248125,8.123888959,8.076378717,8.109361548,8.113517204,8.152912707,8.035283263,8.049386965,8.05070532,8.051156539,8.057917195
10/6/2024,8.072555001,8.105415202,8.06292513,8.089294183,8.076181532,8.124278673,8.060685477,8.058840431,8.056050509,8.047390931,8.05988599
11/6/2024,8.073841197,8.072361272,8.051222085,8.051561018,8.134537798,8.047465645,8.070180965,8.073590076,8.072941568,8.050530415,8.068675576
12/6/2024,8.075956809,8.047213308,8.029437505,8.008486679,8.121099373,8.034804691,8.075198549,8.097531494,8.079425019,8.060699285,8.07211622
1/7/2024,8.070278674,8.03178704,8.012746317,8.001799344,8.121906594,8.037954202,8.077787669,8.105631539,8.085750068,8.073035762,8.078290844
2/7/2024,8.074825173,8.026998763,8.00659227,8.000242315,8.13122124,8.039825733,8.082906114,8.11300036,8.100147422,8.081147562,8.081626695
3/7/2024,8.073600103,8.019594135,8.00289888,7.980284848,8.122941253,8.046489452,8.08833775,8.107950215,8.096023328,8.083097893,8.081210215
4/7/2024,8.07411613,8.026085667,8.003503796,7.992204265,8.194340034,8.114917969,8.100836923,8.108865799,8.098143014,8.081866278,8.079168535
5/7/2024,8.07469855,8.056134592,8.017281436,8.01560632,8.188700539,8.107301013,8.114583732,8.09791342,8.080804727,8.071826126,8.071448891
6/7/2024,8.079206165,8.103145362,8.046794918,8.122127463,8.195038797,8.172776295,8.104329666,8.081006793,8.068435961,8.064272731,8.064154673
7/7/2024,8.076477293,8.121938614,8.070796661,8.117721797,8.167615781,8.165254637,8.06890751,8.058587368,8.066922883,8.055688017,8.057140847
8/7/2024,8.06941115,8.130939996,8.070490615,8.121989257,8.143245199,8.161729803,8.043880547,8.047672737,8.050139046,8.051802151,8.050719812
9/7/2024,8.068164245,8.117383816,8.075440843,8.104800475,8.136021994,8.148010196,8.048647153,8.049927309,8.050385283,8.05074524,8.052252416
10/7/2024,8.070760206,8.101211157,8.05989744,8.093421085,8.070166119,8.121227409,8.055645311,8.058374723,8.056570396,8.048811092,8.053499682
11/7/2024,8.071315785,8.071584657,8.04182978,8.046003138,8.138701683,8.059684862,8.06996926,8.07022237,8.074010377,8.056174484,8.061039407
12/7/2024,8.071838789,8.046928609,8.021775606,8.008323862,8.12358805,8.020531008,8.066077939,8.09620365,8.079512591,8.067919534,8.067122676
1/8/2024,8.069556696,8.029713417,8.011006736,8.000468804,8.125040366,8.04027556,8.075686691,8.106513678,8.082662046,8.075489879,8.072516333
2/8/2024,8.071532267,8.025828133,8.003759963,7.999411297,8.098875749,8.043910772,8.082915185,8.109459558,8.096383642,8.083840458,8.076023077
3/8/2024,8.071604501,8.019721808,8.002058111,7.983730324,8.122847127,8.047116725,8.089828213,8.10994417,8.097399929,8.089212605,8.078405879
4/8/2024,8.071154745,8.021439129,8.006016937,7.988999459,8.159600438,8.101439549,8.103664841,8.105927021,8.093778627,8.088532279,8.073049077
5/8/2024,8.072515889,8.04243772,8.016686393,8.011797552,8.165245908,8.10377073,8.127524527,8.09838551,8.084352219,8.074930402,8.067893775
6/8/2024,8.071304693,8.102382997,8.043128816,8.122857365,8.168183914,8.162856167,8.095885318,8.072131608,8.073194028,8.067427537,8.062345971
7/8/2024,8.072957943,8.119967308,8.074171916,8.117424497,8.156929563,8.15669742,8.064153145,8.054963876,8.059673682,8.060565278,8.05659626
8/8/2024,8.069214389,8.130275291,8.084797345,8.12214789,8.142339838,8.15996265,8.036035802,8.048302353,8.056162004,8.050597313,8.050162502
9/8/2024,8.067902983,8.119912514,8.080283805,8.112005285,8.109152725,8.180978064,8.049067986,8.046672333,8.053704836,8.046000835,8.050715468
10/8/2024,8.070414794,8.099987054,8.077840705,8.092827293,8.050424279,8.126891912,8.060398827,8.056956712,8.064522479,8.048461252,8.052862596
11/8/2024,8.070685355,8.071450161,8.047006897,8.048608609,8.131963829,8.029813902,8.070757274,8.073830909,8.076567716,8.050327377,8.059244811
12/8/2024,8.073178901,8.042157395,8.028297381,8.004099411,8.102361239,8.020152449,8.073214807,8.096895572,8.083696084,8.065409024,8.06732669
1/9/2024,8.067963896,8.032001409,8.01518961,7.997928132,8.0949724,8.036326543,8.078625467,8.109077795,8.094336188,8.075466602,8.071363671
2/9/2024,8.07258631,8.016378901,8.005860472,7.997864537,8.103023659,8.046946865,8.082722124,8.110635153,8.087173918,8.084517332,8.074959994
3/9/2024,8.075681996,8.015006731,8.00670252,7.981163661,8.129346498,8.048624607,8.089582378,8.110308866,8.099210278,8.08999847,8.076677453
4/9/2024,8.074909898,8.017083094,8.004657662,7.991727735,8.157727273,8.110881933,8.102664273,8.109468736,8.103274686,8.088219773,8.072256116
5/9/2024,8.075128446,8.05904163,8.027894226,8.015776277,8.172367449,8.092969409,8.113088389,8.094317677,8.084745062,8.073323664,8.068179008
6/9/2024,8.07409031,8.108556767,8.030101195,8.125987507,8.18205699,8.146607885,8.098349808,8.067180106,8.068189686,8.064882783,8.062964828
7/9/2024,8.075977115,8.124577963,8.061140245,8.111631112,8.191592414,8.148879444,8.065224363,8.048002321,8.056704538,8.059485772,8.056160018
8/9/2024,8.073448951,8.123589927,8.087830003,8.126218288,8.128206253,8.149313306,8.038679065,8.047545465,8.051826447,8.053410442,8.050944152
9/9/2024,8.069150477,8.111185761,8.081053531,8.105180341,8.114727678,8.1568708,8.04591262,8.045151984,8.048683008,8.050292764,8.052989832
10/9/2024,8.068612996,8.097153052,8.062038061,8.089945539,8.060742367,8.097432991,8.058951745,8.051863627,8.053498394,8.048589537,8.056813165
11/9/2024,8.072978607,8.066160929,8.045038596,8.048284527,8.124838857,8.03201799,8.065556877,8.063942588,8.069158406,8.049988144,8.063510961
12/9/2024,8.072959333,8.044021556,8.024076925,8.007721382,8.099448472,8.020909849,8.070398708,8.088694502,8.075047399,8.058559196,8.069705369
1/10/2024,8.065185994,8.037733527,8.013482638,8.003123267,8.089540862,8.040278486,8.074981422,8.110055179,8.100084323,8.068232207,8.076768637
2/10/2024,8.076818251,8.024947713,8.005551539,8.000020489,8.087881811,8.050573167,8.081567716,8.115295304,8.105142538,8.073996902,8.08021878
3/10/2024,8.080599169,8.01643878,8.000896392,7.989063,8.085684753,8.054742778,8.086344051,8.116399736,8.114037469,8.073355456,8.080627
4/10/2024,8.082889475,8.020094984,7.999849714,7.993354721,8.137261876,8.122401874,8.111381697,8.107787765,8.116510931,8.072588137,8.078358508
5/10/2024,8.079335247,8.054504443,8.011505174,8.01481743,8.178353083,8.104270738,8.112760501,8.09348626,8.087005862,8.06536015,8.070832907
6/10/2024,8.078114341,8.101329878,8.042234379,8.092751085,8.202674426,8.16150406,8.089158353,8.05905987,8.057318352,8.060644708,8.062938361
7/10/2024,8.06666491,8.112746629,8.068649825,8.118031549,8.172808424,8.164815248,8.056727222,8.045704977,8.048186536,8.054978419,8.055027319
8/10/2024,8.070449345,8.124930938,8.080855318,8.117181003,8.161504332,8.165532322,8.035412415,8.036741468,8.043077079,8.045450063,8.049791135
9/10/2024,8.070892605,8.117973964,8.073826733,8.105860789,8.10109315,8.152703309,8.040972513,8.040495693,8.04515803,8.043195165,8.050405215
10/10/2024,8.061914695,8.099820807,8.065291142,8.09794138,8.041765773,8.086432648,8.054472497,8.050292199,8.05486338,8.045416389,8.051463624
11/10/2024,8.07039748,8.072456956,8.047615456,8.046746917,8.07454162,8.024927344,8.064456581,8.070655716,8.079477512,8.05173454,8.058259823
12/10/2024,8.06789795,8.045635033,8.022801271,8.000263159,8.094528401,8.0205748,8.070344881,8.098164544,8.087050996,8.062104517,8.06292878
1/11/2024,8.05876175,8.03206896,8.015629573,7.999592063,8.08040704,8.038935466,8.075191922,8.112918973,8.106305072,8.072050585,8.069252925
2/11/2024,8.060637624,8.015112942,8.012341656,7.993398602,8.086415426,8.044367136,8.080457255,8.110256526,8.099928657,8.079275275,8.072743127
3/11/2024,8.060715085,8.014159542,8.007222024,7.981319392,8.096795088,8.046316481,8.086570426,8.10917371,8.097195557,8.083640722,8.073328883
4/11/2024,8.061394859,8.02108785,8.008233567,7.990266805,8.158899235,8.116869342,8.098515317,8.102297752,8.095182408,8.082428714,8.069748712
5/11/2024,8.067830315,8.052283237,8.017425101,8.012153207,8.171224899,8.108358901,8.1106303,8.085091137,8.084013914,8.069480716,8.065930238
6/11/2024,8.068019086,8.104370871,8.042737339,8.096683287,8.167406218,8.154259062,8.087839297,8.057127346,8.070734135,8.061293389,8.059820253
7/11/2024,8.064600181,8.11392003,8.070847267,8.112753097,8.188343216,8.142495847,8.061104638,8.040324265,8.054997382,8.056636086,8.05559361
8/11/2024,8.067348828,8.126470122,8.075215823,8.115280403,8.116262928,8.14805015,8.031531487,8.039357633,8.044926371,8.051706168,8.049875892
9/11/2024,8.06549744,8.114919836,8.079487393,8.100242345,8.081268442,8.146974571,8.039523056,8.04259127,8.048827992,8.046006699,8.051956987
10/11/2024,8.056952124,8.094984613,8.066195597,8.092657549,8.027579118,8.069808524,8.04764559,8.052100341,8.053117137,8.046095072,8.0526557
11/11/2024,8.061336581,8.061338989,8.049136502,8.044144171,8.091137407,8.014259941,8.061287864,8.072637156,8.076041483,8.047892685,8.05875512
12/11/2024,8.055718854,8.040895213,8.031053761,7.998582396,8.078148423,8.030569631,8.064102977,8.092831402,8.08199754,8.056360862,8.063622954
1/12/2024,8.057324929,8.02438006,8.00903807,7.994165132,8.092399077,8.032457301,8.077636015,8.104450455,8.09464427,8.070688559,8.069326162
2/12/2024,8.060258169,8.014618378,8.006500236,7.999552581,8.093371093,8.046785246,8.08360236,8.106684672,8.097015854,8.082092933,8.071479197
3/12/2024,8.055360161,8.009642853,8.000195412,7.985279782,8.131332417,8.052999442,8.096718411,8.104122155,8.088130104,8.084387016,8.072117664
4/12/2024,8.061946292,8.022292859,8.001316393,7.988937696,8.172286413,8.113114939,8.117737163,8.100977688,8.086114986,8.081006959,8.06915158
5/12/2024,8.062155943,8.043302591,8.007494258,8.009195713,8.170067874,8.114581367,8.119718184,8.088278815,8.077801895,8.069727377,8.065924007
6/12/2024,8.067999625,8.085146484,8.047656685,8.102652112,8.175359004,8.153832522,8.088617885,8.059874293,8.057125993,8.062244358,8.058416372
7/12/2024,8.065270205,8.113187652,8.07759543,8.11251915,8.180053106,8.178299838,8.056662927,8.04440945,8.049889079,8.055477737,8.054019125
8/12/2024,8.061818016,8.124657507,8.083323352,8.108226235,8.12968836,8.187310472,8.03560391,8.038239915,8.042457856,8.0493853,8.049872293
9/12/2024,8.05751343,8.111222922,8.082722626,8.09658988,8.078759696,8.176078779,8.05068357,8.042470946,8.045199299,8.045448082,8.050338364
10/12/2024,8.05983425,8.083350541,8.067829077,8.088740721,8.075045862,8.100609428,8.055105561,8.049711856,8.04791233,8.043373482,8.053150764
11/12/2024,8.061949661,8.058570369,8.048116407,8.044398217,8.140315469,8.023291897,8.070302622,8.068910298,8.071218364,8.045481314,8.058502782
12/12/2024,8.060637417,8.038954074,8.032078466,8.004008102,8.106208855,8.023081034,8.067412523,8.089570947,8.07861525,8.056073516,8.063242412
1/13/2024,8.057251233,8.026302969,8.011388017,7.998430096,8.121571025,8.046687357,8.081377177,8.098836476,8.095567836,8.071881081,8.065312934
2/13/2024,8.05740658,8.012358245,8.004421161,7.997770093,8.104655178,8.057760056,8.086524421,8.106466963,8.101616005,8.081388648,8.070105011
3/13/2024,8.058440579,8.009332796,7.997151159,7.981931209,8.13924958,8.053892579,8.092797549,8.105913721,8.101636373,8.082659067,8.069737554
4/13/2024,8.058874486,8.015781324,7.99134272,7.985611791,8.181122729,8.122616467,8.10141671,8.101407645,8.100660335,8.081326695,8.066253544
5/13/2024,8.064634058,8.04410853,7.996573232,8.006020135,8.190692941,8.128232812,8.104568547,8.092375451,8.086429957,8.069787087,8.060704031
6/13/2024,8.065300639,8.09361245,8.040853407,8.119022035,8.166121923,8.162601793,8.102303242,8.065461508,8.06134452,8.063431667,8.054160863
7/13/2024,8.061209462,8.11130593,8.07149021,8.108776669,8.187898929,8.165496336,8.070646318,8.046985893,8.05577537,8.055244102,8.047210623
8/13/2024,8.06341443,8.121192632,8.070474578,8.111946008,8.152980141,8.166777257,8.031697463,8.039068685,8.053388774,8.049423609,8.044100898
