Ocean Acidification,,,,,,,,,,,
uatm,,,,,,,,,,,
Month,California Current,Gulf of Alaska,Aleutian Islands,Eastern Bering Sea,Beaufort Sea,Northern Bering & Chukchi Seas,Northeast,Southeast,Gulf of Mexico,Caribbean,Pacific Islands
10/1/2001,359.4671921,331.5746895,363.6219145,353.1640565,305.1161893,307.8952017,370.9362308,382.6119165,382.0173693,379.6709948,368.811305
11/1/2001,357.3163069,359.0153123,381.4907773,379.4464158,269.914217,365.9698476,366.1251341,373.7410133,376.1629729,379.3060268,366.7880073
12/1/2001,355.290095,380.4537471,399.8312903,415.7164895,281.7709737,383.1214246,362.8313853,351.0556141,372.833456,372.7789626,361.3084376
1/1/2002,354.7304012,390.4963439,417.0218768,420.8081049,281.4417301,362.0113136,358.5969318,338.9789094,361.2997508,361.6888516,353.3754664
2/1/2002,350.6830716,400.584577,424.3613983,425.1150195,290.3506639,357.5843106,353.078751,337.4315823,364.8690197,351.5688598,353.3603165
3/1/2002,350.4554823,407.5772505,427.2142895,443.4828583,293.845342,367.9588025,347.1818307,340.0822663,358.3710822,347.330472,353.7417445
4/1/2002,347.9136238,401.6939705,434.4631181,440.3051247,260.8509938,314.9553264,332.1425384,344.7318124,364.3387315,345.5628126,353.8819707
5/1/2002,350.8254398,364.1396122,415.1210375,412.2784707,249.8079024,308.4638135,323.0180788,351.9973168,371.907643,361.3520828,357.0037703
6/1/2002,353.5484837,325.684896,387.7506731,310.1199258,260.611996,276.9186841,333.4605761,363.9490859,380.8817358,367.6562392,360.1216133
7/1/2002,356.3071811,313.8774642,359.1882875,321.0825426,258.5008599,274.1244109,354.630146,379.9795636,382.0937575,376.1029382,365.7570998
8/1/2002,362.0226429,312.5243036,352.8782588,315.6984218,282.1156948,281.0844796,375.4440121,387.5786824,397.2695806,380.1322518,369.9611357
9/1/2002,365.5086882,317.6682241,354.8534161,331.7454384,292.4431691,294.7192132,378.339137,388.7942825,395.4449908,381.2822673,366.0410642
10/1/2002,360.5431985,328.5433932,366.03289,340.5649505,299.646231,309.7116361,373.092004,387.7409232,388.4457768,380.387945,364.4447826
11/1/2002,357.2122968,351.3052979,377.4669906,377.3913808,266.5225554,359.40222,364.864468,377.7684686,374.8557465,379.3320911,362.3028799
12/1/2002,352.9097772,365.9959426,404.5339956,411.4938683,292.431472,377.1596264,360.4655385,349.750589,370.8389546,371.5567317,356.9552473
1/1/2003,350.5046004,378.4122853,422.9188315,420.4494538,297.7533306,363.871117,362.1708409,338.566377,370.3606685,364.9485537,350.5623359
2/1/2003,343.1437081,385.922293,423.4440723,427.5822692,293.6088654,363.9080703,355.6955945,338.4462388,353.2487718,356.4584819,348.6790886
3/1/2003,342.9435123,395.3250752,427.3448768,452.5340876,294.1048889,371.6395156,343.1587307,341.0945559,355.3389978,355.118494,350.4309524
4/1/2003,342.8320944,388.9508794,429.20939,435.9915409,258.9556382,312.4019258,336.8699712,344.8042829,352.7840447,356.085503,354.4754441
5/1/2003,344.914775,358.8306267,412.9662498,413.7911997,252.2406795,309.2837481,323.3479051,355.5773188,367.3847051,364.9257253,359.7156451
6/1/2003,354.949969,317.6207373,385.5798061,319.50887,250.1067397,278.5310894,330.3089461,370.69618,378.1132009,371.1723334,361.1586529
7/1/2003,356.9170799,303.411218,350.2584147,315.0609676,277.2234614,275.6718061,344.655873,380.6769792,383.5765824,377.0191827,369.6082808
8/1/2003,360.6682562,304.8780557,356.7825669,314.1544195,277.1533793,280.4669155,383.9161623,388.7274054,392.0265036,379.179422,373.6683015
9/1/2003,365.618713,311.9923968,362.6591934,325.9595799,285.0648401,280.7388351,385.1228537,392.0097789,396.270902,380.8606281,371.3692164
10/1/2003,363.4201029,327.028552,359.3550601,341.6568433,301.1313381,309.6067338,380.9511261,388.2552839,386.1533831,383.1180361,371.1046855
11/1/2003,357.9771265,351.3817355,376.6037309,377.6982813,295.1115586,358.8444682,369.731696,379.3485343,379.7504292,380.8782593,366.5805213
12/1/2003,353.7524482,372.278153,399.9517917,417.2210277,306.5895629,368.5512309,365.0225234,349.408525,371.8487295,373.044741,361.0594915
1/1/2004,353.2154109,387.5026442,416.9004708,424.7209422,298.9898363,373.8165445,361.6434634,340.3813152,358.8201015,360.3745351,353.4427458
2/1/2004,346.7800612,390.1504633,436.6806787,426.6714034,295.0292092,360.6177459,352.5980254,338.7336358,356.1213266,355.0903265,355.7656259
3/1/2004,346.2882181,399.8960601,427.5401463,452.6490963,290.2852474,366.9995737,344.0300474,339.8232567,361.8248066,352.373044,354.7968172
4/1/2004,341.1507211,391.3743748,424.71697,434.612483,257.8608425,311.0139072,329.9162656,338.7358863,356.0868193,355.0903716,355.3599424
5/1/2004,344.5686261,358.1685531,415.5521904,412.3108603,248.8037914,301.9929381,323.3256036,351.979531,367.1445395,364.0338172,360.0546651
6/1/2004,351.5483177,313.9559897,385.5542456,302.2977621,251.8557018,279.5637781,324.1941175,363.8011181,379.5144966,371.9599206,363.9863287
7/1/2004,357.8774777,302.2751119,365.8468511,315.9319301,261.5376199,279.9505855,355.006693,388.5834838,386.8982537,377.0928921,370.3435287
8/1/2004,361.5522896,303.2705095,361.3035154,314.9177678,284.590282,277.3122222,389.590846,394.1055757,394.3652782,380.7846536,375.9572078
9/1/2004,365.600668,313.7110007,357.0868939,323.9501071,288.9365686,288.9731496,386.1946787,398.9148826,394.799185,382.384948,373.8667137
10/1/2004,365.9273741,326.0949643,367.950267,336.4561764,304.3285325,316.7522797,380.7314458,386.8174589,389.3314718,383.3014646,373.8768525
11/1/2004,357.3201405,353.4804198,384.800761,381.4973951,290.7488042,363.6114221,372.2903941,377.2876905,379.9018454,378.8798742,368.2141893
12/1/2004,355.2135923,375.7840188,404.6655251,416.5700752,294.4504435,377.8652466,361.4231011,349.9950498,373.5152816,368.7844382,360.8966602
1/1/2005,353.8789042,386.0022615,416.2712259,423.7085635,299.1846046,373.0060829,362.8909351,344.2235006,370.5174931,360.4455865,355.1230717
2/1/2005,347.4019646,394.005933,420.6382028,427.9305029,296.5896102,364.5326744,354.5121923,337.2870393,358.397667,358.3509918,353.1022858
3/1/2005,347.3505066,396.4885572,424.9427025,444.4187555,292.0106863,367.4716739,348.3573911,334.8426516,350.5874678,355.8782804,352.6288409
4/1/2005,347.8986904,389.6432542,424.82996,438.2559046,261.3602491,324.9590496,334.9457445,336.2132705,353.7119098,363.0841962,355.3827705
5/1/2005,349.2821783,350.4801779,414.3583657,412.5248434,254.0215703,323.033826,321.7440818,348.0740161,367.2481192,370.9033864,364.2889835
6/1/2005,355.2704981,313.8652201,393.3120775,312.7753353,245.811031,273.356187,333.9654512,369.4495922,383.0656772,374.4272847,369.3401205
7/1/2005,358.4939464,306.5512623,359.9220265,313.3789029,247.4926081,283.3695145,361.5851641,390.6892323,390.3386553,381.2294535,376.0926092
8/1/2005,364.6516884,306.9499263,361.6570101,316.5129583,284.9056765,287.8193637,396.0750611,411.1032217,394.4430409,385.8569167,383.639669
9/1/2005,364.8745751,314.0215375,358.4623894,328.973549,290.3528564,297.4256669,392.9438147,407.0099877,395.8664176,386.3058653,381.4362157
10/1/2005,362.2109241,325.5174984,365.2710956,337.5765253,306.6748852,312.5133602,387.6726498,388.8166019,394.322649,387.1658775,379.2847862
11/1/2005,358.9697696,353.1183215,375.6241273,376.5132637,291.4346838,369.3851333,371.3253677,378.0420124,377.696411,381.3915172,372.3185177
12/1/2005,357.2930997,373.1560055,399.6923196,415.6905491,300.1330221,382.2548497,365.6319496,348.0808369,373.0098182,372.8853584,366.0360954
1/1/2006,355.2751952,384.6603069,412.047552,427.1603987,299.1548005,372.969768,362.9775393,337.3831133,361.4513492,364.298416,364.247712
2/1/2006,353.9563995,399.8488516,422.6405434,430.2851564,299.280549,367.9960096,355.8928271,335.7874647,358.969674,358.5187563,362.6631776
3/1/2006,356.6202377,400.9646918,425.3853993,447.2706727,298.9252154,375.0138253,347.3734402,336.7033395,356.6687275,357.0156853,360.1525976
4/1/2006,351.3645995,393.5332745,423.3193731,438.0870664,262.5603282,315.8994668,332.4907461,338.1932302,360.8882889,360.0126036,361.8531795
5/1/2006,353.6604998,368.1604924,412.8782308,416.7755648,257.0275053,326.2946425,318.891269,348.0937332,366.1900603,370.2234049,366.5382952
6/1/2006,349.8265777,318.320274,389.2518738,306.9173896,253.2354701,277.7166916,339.4744896,365.585381,380.5022642,374.8852497,371.8860603
7/1/2006,358.7132582,305.0826023,368.5564472,313.5892018,272.4592346,278.8685902,365.1023101,381.245039,384.1499297,380.949397,376.7040434
8/1/2006,365.6907267,305.7954182,352.292315,315.7966375,286.1174946,286.7435216,396.3702989,391.8822337,397.2584899,382.2721395,380.4194094
9/1/2006,366.2797315,312.0355959,358.2518531,326.0072144,296.1807305,289.1737193,409.3901556,396.6906478,400.6689566,384.4474241,379.2388742
10/1/2006,362.9003176,326.2588212,369.8882127,342.5478076,337.3966671,307.981894,382.7520741,387.9346169,395.0124156,387.7843114,377.2436226
11/1/2006,361.5868104,355.1907568,380.9921363,374.5706921,293.2893124,369.9249246,373.2066769,375.4479258,378.9183391,384.500034,368.1896918
12/1/2006,359.0663032,378.0022704,400.5830955,419.0840953,307.9567033,379.022377,367.932252,352.0267318,372.9698392,376.5606526,365.7826667
1/1/2007,364.0651195,393.0317053,415.8564712,426.4159833,308.5460481,374.3696482,364.9209923,344.7752696,366.6112388,366.2768234,361.1646721
2/1/2007,359.3913923,397.6972618,422.1806169,428.3561315,302.6346795,376.5027878,358.7880906,338.7047502,352.83356,359.594672,358.58719
3/1/2007,360.3065187,404.6624981,426.7045471,450.3640068,310.0131789,374.3556917,353.3467446,342.7551359,357.6645406,358.5715377,358.9637973
4/1/2007,359.8152161,398.9109798,425.9337745,437.4050969,259.0994164,314.0840467,341.2274506,341.2537114,355.2988712,360.0389379,360.6798614
5/1/2007,360.0566419,371.0037178,412.9191026,411.6688662,260.83484,315.7727193,328.1696973,350.8646145,371.7114794,369.0685537,367.7507851
6/1/2007,356.2229443,330.6266971,385.1492591,318.5315254,247.2348496,271.064131,337.4554265,366.0265678,383.555542,375.1919705,374.0541579
7/1/2007,359.3487834,315.4405175,363.7501009,318.6827798,269.6016026,281.6168963,369.9361351,387.0049663,383.8224307,383.6281206,380.9427181
8/1/2007,366.4366504,308.3252951,364.253672,316.4125915,292.3533718,287.471853,396.4391211,397.0199179,401.3693357,385.8044347,387.6834783
9/1/2007,367.5480478,318.4615032,359.0900937,329.7275274,295.0130519,297.8602449,393.6034971,395.4208091,400.679029,385.5718214,386.1199745
10/1/2007,364.588483,331.2156576,372.7106166,337.9537844,339.1255519,310.3995354,386.8181752,388.2918621,394.5257797,387.3924486,385.1366037
11/1/2007,363.9697863,356.1572821,389.2428877,379.4689224,292.4955239,357.5297369,372.1008231,378.3039531,377.4581389,380.7459822,377.8922837
12/1/2007,362.4637322,378.6942449,407.9357325,418.8101479,307.4985165,392.5705967,375.1224372,353.0356822,372.6387714,370.6082873,372.452866
1/1/2008,363.7942556,395.2708213,418.249805,428.033677,307.8828236,373.8693406,364.9922531,344.1929919,369.950421,365.1273929,368.1364986
2/1/2008,361.204032,398.2713401,425.1489353,429.3031221,330.0465002,372.9594383,357.7976179,341.3442031,356.517384,358.9885829,364.9077382
3/1/2008,361.0819278,404.571805,426.8273482,446.7219279,309.7490237,371.5592891,351.8353968,340.9777697,355.8868091,355.5207139,361.9210456
4/1/2008,361.6512372,403.1572121,423.4033915,441.2254052,282.3386731,323.9201457,338.6155122,343.9522658,359.4596861,356.0566832,367.2906121
5/1/2008,361.9780002,382.9160413,413.2649557,415.7334477,276.4816395,317.4841071,316.9011631,350.5128899,368.2627841,368.2858619,371.6899358
6/1/2008,364.0259497,330.52176,388.1519498,320.1861747,261.759598,276.4813325,344.5277654,374.1755142,377.8930045,375.0531226,376.8503654
7/1/2008,363.1380826,316.3111577,359.8506672,319.1101849,268.2926884,285.7854923,374.4848565,391.3350921,392.4638352,380.7587583,382.3651861
8/1/2008,367.3524437,307.9768056,350.5643015,316.183135,291.2234846,285.3803502,405.3582088,397.6929208,395.2963945,387.6734446,389.2550653
9/1/2008,368.6435853,315.5536814,354.7822332,323.8873396,308.7550527,274.4383752,393.1655564,400.0523098,397.238973,389.6937072,388.5851623
10/1/2008,365.5808392,331.7340685,356.3230753,338.9705042,354.4444405,306.9801278,383.1476923,390.9108544,386.2432694,385.5534865,386.5840914
11/1/2008,364.886504,356.0959752,384.0675229,377.3865571,297.3989573,384.4969829,372.362408,375.475638,375.0940051,383.3288394,380.7549533
12/1/2008,361.5074468,383.212635,401.4755891,423.4051856,324.5571597,392.8305091,369.6577695,353.145236,368.6309403,370.1844141,373.3883293
1/1/2009,365.3219091,392.5852536,413.8244417,430.5541629,333.5192516,379.0738027,363.8972099,342.4275245,358.2276205,363.5392586,370.1391956
2/1/2009,360.2847728,408.0182742,423.6566965,431.2295769,327.960344,372.6516145,358.7984172,341.6155006,366.1526878,357.4344777,367.2031907
3/1/2009,357.1995643,409.1295445,422.8568058,450.3559954,307.1155245,372.7085935,352.3429447,341.4367952,354.399385,354.8144577,365.1738908
4/1/2009,358.2220048,407.8299281,424.8985088,438.3316057,285.1582646,318.8169014,339.5271378,341.2631695,350.281858,356.0594249,369.3016373
5/1/2009,358.7759165,369.1627138,402.0329596,412.0333652,271.4724187,325.0895928,329.4102638,354.3850099,367.2329008,369.0456364,372.2141829
6/1/2009,361.731858,326.11283,401.4324949,318.7988109,255.3187645,286.6000355,342.9581693,379.4555234,384.4694132,375.1136288,376.4305781
7/1/2009,359.4655556,312.9932253,371.9314996,323.9283634,249.4064839,291.4690349,374.5638835,398.6756395,395.1283621,380.394008,383.0388323
8/1/2009,362.0166351,313.85675,348.2173616,312.8342501,297.2232438,294.8848945,401.1383155,397.8407772,398.9317592,385.5138976,388.0672673
9/1/2009,366.6189717,323.5185154,354.0990554,329.4525427,301.2684403,289.0227192,396.0055514,401.3022774,402.3915522,387.1774539,385.9649741
10/1/2009,366.6552052,334.8700731,371.0600004,341.6600075,345.6357744,328.2434715,384.5365238,395.5121127,397.5172289,387.9041373,381.7437002
11/1/2009,362.4152407,361.2158721,386.0691385,377.5887143,300.2158875,383.01281,377.7783418,384.9951876,382.6349877,386.6517214,375.05855
12/1/2009,361.4586682,381.9404908,406.1702002,419.8592116,323.6307565,393.4396501,372.3350652,360.5701875,377.4915036,378.066179,369.1488746
1/1/2010,369.1076868,387.9535314,415.8867822,426.0688081,334.8010822,376.5578745,365.8869769,341.6967492,352.9558512,369.1312048,362.7370107
2/1/2010,356.8506344,400.8224005,423.8233519,429.121953,337.1052014,371.068019,358.0678619,337.1093751,348.319094,364.4142856,360.1588069
3/1/2010,353.2155159,409.689148,429.0195398,441.0276695,338.05094,368.9145705,352.9431521,336.0513161,340.7779289,365.4645732,360.2468751
4/1/2010,351.1195998,406.0387387,430.2216993,436.6750403,298.0736984,310.1167148,329.6611028,342.9971365,339.5820914,366.7442942,362.1157534
5/1/2010,354.4156417,373.2671587,418.9592998,413.4938689,267.0124309,318.9350951,328.2320077,355.2998375,365.2773236,373.646284,369.4665199
6/1/2010,356.3308409,331.7978201,389.0871151,343.8212185,244.0901805,277.1639472,349.4414783,387.7492992,395.1545637,377.3125315,376.8524187
7/1/2010,368.1367602,322.9750912,365.0887076,318.9434692,261.6057851,280.1776518,380.4024343,400.6798403,404.4225799,381.768092,384.6403119
8/1/2010,365.0508855,312.2079792,354.2332308,320.5359249,281.2297327,284.1799496,404.8891809,409.5454947,409.5650989,389.3602326,390.4136358
9/1/2010,365.1809529,317.5292713,360.4464142,329.1107599,321.0666994,292.7022377,400.95425,406.8228815,407.4001129,391.884662,389.4225721
10/1/2010,372.7789279,332.1918654,367.2303341,334.6957404,366.7230076,337.4109844,388.182272,397.66003,397.7049835,389.1925447,388.4364433
11/1/2010,364.0125696,355.8644663,383.4495911,379.7115158,342.8894092,388.9018889,378.525228,378.4920113,372.1038055,383.4222319,381.7445028
12/1/2010,365.6445593,380.6697538,409.0076005,427.8554054,329.8342686,394.2362388,371.7276208,353.0554244,365.7931465,374.4962742,377.4507343
1/1/2011,374.1072433,393.6644466,413.7112458,429.140071,342.8912535,376.1568543,365.2774367,339.5958222,347.2159529,366.0781289,371.6925119
2/1/2011,372.1668781,410.5626945,417.3648051,436.6051756,339.8325495,374.2217465,359.2786134,341.9860627,353.8866148,360.5767233,368.6308242
3/1/2011,372.0545155,411.5580893,422.3520647,450.6520624,332.6790796,373.5192968,353.7492252,342.4491528,357.3105081,358.0441624,367.6075504
4/1/2011,371.4507598,404.8770804,421.6086845,440.7230343,284.0341815,312.443234,342.2087106,347.4343985,357.9718385,359.1254492,370.8925839
5/1/2011,366.1002088,375.2628599,412.8134373,416.6562728,272.4142568,315.6760102,331.6303689,362.8054609,368.0326919,370.8280574,374.0532612
6/1/2011,367.4953612,329.1388499,388.4509142,341.0595629,266.352902,282.4406576,351.8489086,390.6672154,380.6283665,376.8528592,379.5713262
7/1/2011,371.4531473,322.2204773,362.54027,323.3832471,253.7407669,296.1803565,376.7663677,407.8296544,396.4344964,381.6877693,383.8221271
8/1/2011,369.5174858,310.9600242,359.6071822,322.1412141,312.6724162,296.9475009,409.2942337,406.9361845,406.0130372,385.0670969,389.6994485
9/1/2011,370.8239191,319.5506631,355.3828779,333.5969357,336.570198,295.4738832,402.9412022,404.0354567,402.3309721,389.6856807,387.2900294
10/1/2011,378.645853,336.161169,366.7622013,339.0620228,373.0835254,352.5786378,395.1893453,395.6827261,398.361923,388.6784292,386.6343768
11/1/2011,373.7625784,365.3138821,382.2748841,381.3636355,330.6790623,399.714877,381.3977863,376.3888849,375.0861653,386.4625494,380.7574034
12/1/2011,378.7575153,384.2152562,399.7340141,429.9970391,343.1649381,383.7226554,378.3791019,356.7327165,370.0516682,379.1805159,376.8237389
1/1/2012,376.8938965,400.0343048,420.6803063,434.8339399,332.7571962,381.9200264,365.1159854,346.8456619,358.1859878,366.7375793,371.7619213
2/1/2012,373.3309424,409.9107011,422.6405389,428.6232976,334.5371866,371.2813829,358.8298858,344.6055393,356.6286572,357.6263226,369.8862174
3/1/2012,378.0855162,414.6158437,429.180333,444.3651833,303.1826873,368.7051916,346.7660826,346.2197791,366.1397105,356.8198766,369.2576604
4/1/2012,371.6992555,403.4670637,428.1514731,441.234307,272.3683427,316.364325,326.9184494,348.5013017,367.3381507,360.2314907,372.0579542
5/1/2012,372.1660274,383.0598215,422.3546394,418.0360001,272.9690121,311.3103337,325.218473,359.2915077,374.3756561,370.08133,374.6440621
6/1/2012,367.8621967,346.6014776,383.8373658,336.500258,261.3612595,281.050794,353.7636624,387.9528808,395.916374,377.1212292,381.7773603
7/1/2012,370.4198068,322.3696149,356.6150475,322.8841175,255.9321418,270.9971971,383.1730548,402.2585609,402.8761396,383.2843812,386.2312846
8/1/2012,374.680525,312.5299575,351.9582824,327.1509529,301.8579636,268.6937963,405.6095141,408.5604629,410.1153644,387.4236224,390.1174686
9/1/2012,378.9114536,323.2510075,352.656537,335.9036397,339.9882539,278.1478301,391.6914126,404.5160343,406.5868579,389.8285676,389.3119124
10/1/2012,376.2276604,346.1617348,365.1865155,341.6555941,342.0750563,324.2435989,389.3582818,397.4610542,403.719616,390.8716217,386.3113858
11/1/2012,373.5242192,368.5920893,383.4794356,380.2458672,292.0060873,392.2401925,375.1766425,380.9256706,380.4931056,389.3902038,381.3960562
12/1/2012,374.153662,386.7215226,398.7774247,422.4782771,319.6212119,391.0680298,377.0272878,360.1690467,373.8090574,380.6354631,377.3032316
1/1/2013,376.7280264,399.4683374,417.6361682,430.2902329,307.4320358,374.0318841,362.138997,351.7714824,357.0123826,367.1687441,376.5346818
2/1/2013,376.0423932,413.5787161,424.7304634,431.0270035,319.4146079,368.7245091,356.9219051,344.7617012,351.5234525,358.9461806,372.0705482
3/1/2013,375.1429699,416.4585158,432.6261062,448.6352371,293.8527101,374.7995636,350.496216,345.2510493,352.0118933,359.1487195,372.3953194
4/1/2013,375.31366,410.1187745,439.4287125,445.3641216,266.1033928,315.2605971,341.5518621,348.5485775,352.7490212,360.7599572,375.5352748
5/1/2013,370.4094503,382.3702546,435.2142758,422.221833,258.3455973,304.3007086,338.45914,356.0772851,366.2519266,371.0773374,380.4768389
6/1/2013,370.6296526,339.1247697,390.6224397,324.8786513,263.2281794,276.3362355,339.297528,382.077763,391.3822866,377.6873501,386.4038412
7/1/2013,374.8865647,324.1758773,362.9718409,327.1293969,249.0131651,281.556225,367.1716377,400.4981267,396.7977818,385.1384135,393.1641771
8/1/2013,372.8382018,315.2525115,364.9435795,325.4155029,283.1288088,282.7221259,409.9279905,408.1430941,398.6652948,389.7560909,396.2593594
9/1/2013,382.4238451,323.6317133,365.5084418,337.5037142,326.863473,301.7552168,398.7504125,406.97616,406.0383408,392.3198446,396.0194596
10/1/2013,379.9627311,340.5487499,371.1141433,339.7391304,362.6466358,331.1571319,390.2729038,402.506728,401.4889072,391.6272485,394.1079887
11/1/2013,376.2835054,371.4027562,380.8183506,384.5828332,312.0875503,396.1121425,371.9647744,388.4234917,379.2456812,392.0969223,387.9630106
